Date,Currency,TierLow,TierHigh,Rate,BenchmarkDiff
2026-06-05,USD,0,100000,5.120,1.5
2026-06-05,USD,100000,1000000,4.620,1
2026-06-05,USD,1000000,50000000,4.370,0.75
2026-06-05,USD,50000000,250000000,4.120,0.5
2026-06-05,USD,250000000,,4.120,0.5
2026-06-05,AED,0,350000,6.045,2.5
2026-06-05,AED,350000,3500000,5.545,2
2026-06-05,AED,3500000,350000000,5.045,1.5
2026-06-05,AED,350000000,,5.045,1.5
2026-06-05,AUD,0,150000,5.855,1.5
2026-06-05,AUD,150000,1500000,5.355,1
2026-06-05,AUD,1500000,75000000,5.105,0.75
2026-06-05,AUD,75000000,300000000,4.855,0.5
2026-06-05,AUD,300000000,,4.855,0.5
2026-06-05,CAD,0,130000,3.745,1.5
2026-06-05,CAD,130000,1300000,3.245,1
2026-06-05,CAD,1300000,64000000,2.995,0.75
2026-06-05,CAD,64000000,260000000,2.745,0.5
2026-06-05,CAD,260000000,,2.745,0.5
2026-06-05,CHF,0,90000,1.500,1.5
2026-06-05,CHF,90000,900000,1.000,1
2026-06-05,CHF,900000,46000000,0.750,0.75
2026-06-05,CHF,46000000,180000000,0.75,0.5
2026-06-05,CHF,180000000,,0.75,0.5
2026-06-05,CNH,0,700000,5.148,4
2026-06-05,CNH,700000,7000000,4.148,3
2026-06-05,CNH,7000000,350000000,3.648,2.5
2026-06-05,CNH,350000000,,3.148,2
2026-06-05,CZK,0,400000000,6.347,3
2026-06-05,CZK,400000000,,6.347,3
2026-06-05,DKK,0,120000000,4.596,3
2026-06-05,DKK,120000000,,4.596,3
2026-06-05,EUR,0,90000,3.482,1.5
2026-06-05,EUR,90000,900000,2.982,1
2026-06-05,EUR,900000,44000000,2.732,0.75
2026-06-05,EUR,44000000,180000000,2.482,0.5
2026-06-05,EUR,180000000,,2.482,0.5
2026-06-05,GBP,0,80000,5.290,1.5
2026-06-05,GBP,80000,800000,4.790,1
2026-06-05,GBP,800000,38000000,4.540,0.75
2026-06-05,GBP,38000000,150000000,4.290,0.5
2026-06-05,GBP,150000000,,4.290,0.5
2026-06-05,HKD,0,780000,4.374,2.5
2026-06-05,HKD,780000,7800000,3.874,2
2026-06-05,HKD,7800000,780000000,3.374,1.5
2026-06-05,HKD,780000000,,3.374,1.5
2026-06-05,HUF,0,4500000000,11.075,5
2026-06-05,HUF,4500000000,,11.075,5
2026-06-05,ILS,0,80000000,8.805,5
2026-06-05,ILS,80000000,,8.805,5
2026-06-05,INR,,,8.330,3
2026-06-05,JPY,0,11000000,2.162,1.5
2026-06-05,JPY,11000000,114000000,1.662,1
2026-06-05,JPY,114000000,5700000000,1.412,0.75
2026-06-05,JPY,5700000000,23000000000,1.162,0.5
2026-06-05,JPY,23000000000,,1.162,0.5
2026-06-05,KRW,,,5.940,3
2026-06-05,MXN,0,2000000,9.662,3
2026-06-05,MXN,2000000,20000000,8.662,2
2026-06-05,MXN,20000000,2000000000,8.162,1.5
2026-06-05,MXN,2000000000,,8.162,1.5
2026-06-05,NOK,0,900000,5.718,1.5
2026-06-05,NOK,900000,9000000,5.218,1
2026-06-05,NOK,9000000,450000000,4.968,0.75
2026-06-05,NOK,450000000,1800000000,4.718,0.5
2026-06-05,NOK,1800000000,,4.718,0.5
2026-06-05,NZD,0,150000,3.710,1.5
2026-06-05,NZD,150000,1500000,3.210,1
2026-06-05,NZD,1500000,150000000,2.960,0.75
2026-06-05,NZD,150000000,,2.960,0.75
2026-06-05,PLN,0,70000000,6.740,3
2026-06-05,PLN,70000000,,6.740,3
2026-06-05,RON,,,8.327,3
2026-06-05,RUB*,0,660000000,19.170,5
2026-06-05,RUB*,660000000,,19.170,5
2026-06-05,SAR,0,350000,5.934,2.5
2026-06-05,SAR,350000,3500000,5.434,2
2026-06-05,SAR,3500000,350000000,4.934,1.5
2026-06-05,SAR,350000000,,4.934,1.5
2026-06-05,SEK,0,900000,3.162,1.5
2026-06-05,SEK,900000,9100000,2.662,1
2026-06-05,SEK,9100000,454000000,2.412,0.75
2026-06-05,SEK,454000000,1820000000,2.162,0.5
2026-06-05,SEK,1820000000,,2.162,0.5
2026-06-05,SGD,0,140000,2.248,1.5
2026-06-05,SGD,140000,1400000,1.748,1
2026-06-05,SGD,1400000,68000000,1.498,0.75
2026-06-05,SGD,68000000,270000000,1.248,0.5
2026-06-05,SGD,270000000,,1.248,0.5
2026-06-05,TRY,0,250000000,39.430,5
2026-06-05,TRY,250000000,,39.430,5
2026-06-05,ZAR,0,1500000,8.127,1.5
2026-06-05,ZAR,1500000,15000000,7.627,1
2026-06-05,ZAR,15000000,1500000000,7.377,0.75
2026-06-05,ZAR,1500000000,,7.377,0.75
