Date,Currency,TierLow,TierHigh,Rate,BenchmarkDiff
2026-05-02,USD,0,10000,0,0
2026-05-02,USD,10000,,3.140,-0.5
2026-05-02,AED,0,35000,0,0
2026-05-02,AED,35000,,2.997,-0.75
2026-05-02,AUD,0,15000,0,0
2026-05-02,AUD,15000,150000,3.771,-0.5
2026-05-02,AUD,150000,,4.021,-0.25
2026-05-02,CAD,0,13000,0,0
2026-05-02,CAD,13000,,1.705,-0.5
2026-05-02,CHF,0,100000,0,0
2026-05-02,CHF,100000,,-0.812,-0.25
2026-05-02,CNH,0,70000,0,0
2026-05-02,CNH,70000,,0.50,0
2026-05-02,CZK,0,250000,0,0
2026-05-02,CZK,250000,,0.500,-2
2026-05-02,DKK,0,75000,0,0
2026-05-02,DKK,75000,,0.269,-0.5
2026-05-02,EUR,0,10000,0,0
2026-05-02,EUR,10000,,1.172,-0.5
2026-05-02,GBP,0,8000,0,0
2026-05-02,GBP,8000,,3.064,-0.5
2026-05-02,HKD,0,78000,0,0
2026-05-02,HKD,78000,,1.845,-0.75
2026-05-02,HUF,0,3500000,0,0
2026-05-02,HUF,3500000,,2.250,-3
2026-05-02,ILS,,,0,0
2026-05-02,INR,,,0,0
2026-05-02,JPY,0,5000000,0,0
2026-05-02,JPY,5000000,,0.120,-0.25
2026-05-02,KRW,0,12000000,0,0
2026-05-02,KRW,12000000,,1.000,-1.5
2026-05-02,MXN,0,200000,0,0
2026-05-02,MXN,200000,,2.734,-4
2026-05-02,NOK,0,100000,0,0
2026-05-02,NOK,100000,,1.594,-2
2026-05-02,NZD,0,15000,0,0
2026-05-02,NZD,15000,,0.000,-2.5
2026-05-02,PLN,0,400000,0,0
2026-05-02,PLN,400000,,1.694,-2
2026-05-02,RON,0,50000,0,0
2026-05-02,RON,50000,,3.322,-2
2026-05-02,RUB,,,0,0
2026-05-02,SAR,0,35000,0,0
2026-05-02,SAR,35000,,2.986,-0.75
2026-05-02,SEK,0,110000,0,0
2026-05-02,SEK,110000,,1.124,-0.5
2026-05-02,SGD,0,14000,0,0
2026-05-02,SGD,14000,,0.512,-1
2026-05-02,TRY,0,250000,0,0
2026-05-02,TRY,250000,,5,0
2026-05-02,ZAR,0,150000,0,0
2026-05-02,ZAR,150000,,5.652,-1
