Date,Currency,TierLow,TierHigh,Rate,BenchmarkDiff
2026-06-09,USD,0,10000,0,0
2026-06-09,USD,10000,,3.120,-0.5
2026-06-09,AED,0,35000,0,0
2026-06-09,AED,35000,,2.559,-0.75
2026-06-09,AUD,0,15000,0,0
2026-06-09,AUD,15000,150000,3.897,-0.5
2026-06-09,AUD,150000,,4.147,-0.25
2026-06-09,CAD,0,13000,0,0
2026-06-09,CAD,13000,,1.689,-0.5
2026-06-09,CHF,0,100000,0,0
2026-06-09,CHF,100000,,-0.330,-0.25
2026-06-09,CNH,0,70000,0,0
2026-06-09,CNH,70000,,0.50,0
2026-06-09,CZK,0,250000,0,0
2026-06-09,CZK,250000,,1.337,-2
2026-06-09,DKK,0,75000,0,0
2026-06-09,DKK,75000,,1.079,-0.5
2026-06-09,EUR,0,10000,0,0
2026-06-09,EUR,10000,,1.485,-0.5
2026-06-09,GBP,0,8000,0,0
2026-06-09,GBP,8000,,3.214,-0.5
2026-06-09,HKD,0,78000,0,0
2026-06-09,HKD,78000,,1.389,-0.75
2026-06-09,HUF,0,3500000,0,0
2026-06-09,HUF,3500000,,2.749,-3
2026-06-09,ILS,,,0,0
2026-06-09,INR,,,0,0
2026-06-09,JPY,0,5000000,0,0
2026-06-09,JPY,5000000,,0.358,-0.25
2026-06-09,KRW,0,12000000,0,0
2026-06-09,KRW,12000000,,1.650,-1.5
2026-06-09,MXN,0,200000,0,0
2026-06-09,MXN,200000,,2.539,-4
2026-06-09,NOK,0,100000,0,0
2026-06-09,NOK,100000,,2.150,-2
2026-06-09,NZD,0,15000,0,0
2026-06-09,NZD,15000,,0.000,-2.5
2026-06-09,PLN,0,400000,0,0
2026-06-09,PLN,400000,,1.824,-2
2026-06-09,RON,0,50000,0,0
2026-06-09,RON,50000,,3.397,-2
2026-06-09,RUB,,,0,0
2026-06-09,SAR,0,35000,0,0
2026-06-09,SAR,35000,,2.707,-0.75
2026-06-09,SEK,0,110000,0,0
2026-06-09,SEK,110000,,1.186,-0.5
2026-06-09,SGD,0,14000,0,0
2026-06-09,SGD,14000,,0.030,-1
2026-06-09,TRY,0,250000,0,0
2026-06-09,TRY,250000,,5,0
2026-06-09,ZAR,0,150000,0,0
2026-06-09,ZAR,150000,,5.697,-1
