Date,Currency,TierLow,TierHigh,Rate,BenchmarkDiff
2026-06-12,USD,0,10000,0,0
2026-06-12,USD,10000,,3.120,-0.5
2026-06-12,AED,0,35000,0,0
2026-06-12,AED,35000,,2.855,-0.75
2026-06-12,AUD,0,15000,0,0
2026-06-12,AUD,15000,150000,3.960,-0.5
2026-06-12,AUD,150000,,4.210,-0.25
2026-06-12,CAD,0,13000,0,0
2026-06-12,CAD,13000,,1.703,-0.5
2026-06-12,CHF,0,100000,0,0
2026-06-12,CHF,100000,,-0.403,-0.25
2026-06-12,CNH,0,70000,0,0
2026-06-12,CNH,70000,,0.50,0
2026-06-12,CZK,0,250000,0,0
2026-06-12,CZK,250000,,1.327,-2
2026-06-12,DKK,0,75000,0,0
2026-06-12,DKK,75000,,1.007,-0.5
2026-06-12,EUR,0,10000,0,0
2026-06-12,EUR,10000,,1.466,-0.5
2026-06-12,GBP,0,8000,0,0
2026-06-12,GBP,8000,,3.220,-0.5
2026-06-12,HKD,0,78000,0,0
2026-06-12,HKD,78000,,1.228,-0.75
2026-06-12,HUF,0,3500000,0,0
2026-06-12,HUF,3500000,,2.689,-3
2026-06-12,ILS,,,0,0
2026-06-12,INR,,,0,0
2026-06-12,JPY,0,5000000,0,0
2026-06-12,JPY,5000000,,0.403,-0.25
2026-06-12,KRW,0,12000000,0,0
2026-06-12,KRW,12000000,,1.780,-1.5
2026-06-12,MXN,0,200000,0,0
2026-06-12,MXN,200000,,2.559,-4
2026-06-12,NOK,0,100000,0,0
2026-06-12,NOK,100000,,2.181,-2
2026-06-12,NZD,0,15000,0,0
2026-06-12,NZD,15000,,0.000,-2.5
2026-06-12,PLN,0,400000,0,0
2026-06-12,PLN,400000,,1.786,-2
2026-06-12,RON,0,50000,0,0
2026-06-12,RON,50000,,3.597,-2
2026-06-12,RUB,,,0,0
2026-06-12,SAR,0,35000,0,0
2026-06-12,SAR,35000,,1.854,-0.75
2026-06-12,SEK,0,110000,0,0
2026-06-12,SEK,110000,,1.186,-0.5
2026-06-12,SGD,0,14000,0,0
2026-06-12,SGD,14000,,0.304,-1
2026-06-12,TRY,0,250000,0,0
2026-06-12,TRY,250000,,5,0
2026-06-12,ZAR,0,150000,0,0
2026-06-12,ZAR,150000,,5.935,-1
