Date,Currency,TierLow,TierHigh,Rate,BenchmarkDiff
2026-06-19,USD,0,10000,0,0
2026-06-19,USD,10000,,3.130,-0.5
2026-06-19,AED,0,35000,0,0
2026-06-19,AED,35000,,2.671,-0.75
2026-06-19,AUD,0,15000,0,0
2026-06-19,AUD,15000,150000,3.831,-0.5
2026-06-19,AUD,150000,,4.081,-0.25
2026-06-19,CAD,0,13000,0,0
2026-06-19,CAD,13000,,1.611,-0.5
2026-06-19,CHF,0,100000,0,0
2026-06-19,CHF,100000,,-0.506,-0.25
2026-06-19,CNH,0,70000,0,0
2026-06-19,CNH,70000,,0.50,0
2026-06-19,CZK,0,250000,0,0
2026-06-19,CZK,250000,,0.500,-2
2026-06-19,DKK,0,75000,0,0
2026-06-19,DKK,75000,,1.232,-0.5
2026-06-19,EUR,0,10000,0,0
2026-06-19,EUR,10000,,1.670,-0.5
2026-06-19,GBP,0,8000,0,0
2026-06-19,GBP,8000,,3.219,-0.5
2026-06-19,HKD,0,78000,0,0
2026-06-19,HKD,78000,,1.715,-0.75
2026-06-19,HUF,0,3500000,0,0
2026-06-19,HUF,3500000,,2.743,-3
2026-06-19,ILS,,,0,0
2026-06-19,INR,,,0,0
2026-06-19,JPY,0,5000000,0,0
2026-06-19,JPY,5000000,,0.514,-0.25
2026-06-19,KRW,0,12000000,0,0
2026-06-19,KRW,12000000,,1.550,-1.5
2026-06-19,MXN,0,200000,0,0
2026-06-19,MXN,200000,,2.583,-4
2026-06-19,NOK,0,100000,0,0
2026-06-19,NOK,100000,,2.212,-2
2026-06-19,NZD,0,15000,0,0
2026-06-19,NZD,15000,,0.000,-2.5
2026-06-19,PLN,0,400000,0,0
2026-06-19,PLN,400000,,1.807,-2
2026-06-19,RON,0,50000,0,0
2026-06-19,RON,50000,,3.762,-2
2026-06-19,RUB,,,0,0
2026-06-19,SAR,0,35000,0,0
2026-06-19,SAR,35000,,2.906,-0.75
2026-06-19,SEK,0,110000,0,0
2026-06-19,SEK,110000,,1.099,-0.5
2026-06-19,SGD,0,14000,0,0
2026-06-19,SGD,14000,,0.000,-1
2026-06-19,TRY,0,250000,0,0
2026-06-19,TRY,250000,,5,0
2026-06-19,ZAR,0,150000,0,0
2026-06-19,ZAR,150000,,5.753,-1
