Date,Currency,TierLow,TierHigh,Rate,BenchmarkDiff
2026-09-23,USD,0,10000,0,0
2026-09-23,USD,10000,,3.380,-0.5
2026-09-23,AED,0,35000,0,0
2026-09-23,AED,35000,,3.100,-0.75
2026-09-23,AUD,0,15000,0,0
2026-09-23,AUD,15000,150000,3.637,-0.5
2026-09-23,AUD,150000,,3.887,-0.25
2026-09-23,CAD,0,13000,0,0
2026-09-23,CAD,13000,,1.571,-0.5
2026-09-23,CHF,0,100000,0,0
2026-09-23,CHF,100000,,-0.537,-0.25
2026-09-23,CNH,0,70000,0,0
2026-09-23,CNH,70000,,0.50,0
2026-09-23,CZK,0,250000,0,0
2026-09-23,CZK,250000,,1.445,-2
2026-09-23,DKK,0,75000,0,0
2026-09-23,DKK,75000,,1.451,-0.5
2026-09-23,EUR,0,10000,0,0
2026-09-23,EUR,10000,,1.858,-0.5
2026-09-23,GBP,0,8000,0,0
2026-09-23,GBP,8000,,3.161,-0.5
2026-09-23,HKD,0,78000,0,0
2026-09-23,HKD,78000,,1.254,-0.75
2026-09-23,HUF,0,3500000,0,0
2026-09-23,HUF,3500000,,2.212,-3
2026-09-23,ILS,,,0,0
2026-09-23,INR,,,0,0
2026-09-23,JPY,0,5000000,0,0
2026-09-23,JPY,5000000,,0.354,-0.25
2026-09-23,KRW,0,12000000,0,0
2026-09-23,KRW,12000000,,2.794,-1.5
2026-09-23,MXN,0,200000,0,0
2026-09-23,MXN,200000,,2.512,-4
2026-09-23,NOK,0,100000,0,0
2026-09-23,NOK,100000,,2.154,-2
2026-09-23,NZD,0,15000,0,0
2026-09-23,NZD,15000,,0.000,-2.5
2026-09-23,PLN,0,400000,0,0
2026-09-23,PLN,400000,,1.563,-2
2026-09-23,RON,0,50000,0,0
2026-09-23,RON,50000,,3.463,-2
2026-09-23,RUB,,,0,0
2026-09-23,SAR,0,35000,0,0
2026-09-23,SAR,35000,,3.196,-0.75
2026-09-23,SEK,0,110000,0,0
2026-09-23,SEK,110000,,1.082,-0.5
2026-09-23,SGD,0,14000,0,0
2026-09-23,SGD,14000,,0.301,-1
2026-09-23,TRY,0,250000,0,0
2026-09-23,TRY,250000,,5,0
2026-09-23,ZAR,0,150000,0,0
2026-09-23,ZAR,150000,,4.673,-1
