Date,Currency,TierLow,TierHigh,Rate,BenchmarkDiff
2026-03-12,USD,0,100000,5.140,1.5
2026-03-12,USD,100000,1000000,4.640,1
2026-03-12,USD,1000000,50000000,4.390,0.75
2026-03-12,USD,50000000,250000000,4.140,0.5
2026-03-12,USD,250000000,,4.140,0.5
2026-03-12,AED,0,350000,5.889,2.5
2026-03-12,AED,350000,3500000,5.389,2
2026-03-12,AED,3500000,350000000,4.889,1.5
2026-03-12,AED,350000000,,4.889,1.5
2026-03-12,AUD,0,150000,5.351,1.5
2026-03-12,AUD,150000,1500000,4.851,1
2026-03-12,AUD,1500000,75000000,4.601,0.75
2026-03-12,AUD,75000000,300000000,4.351,0.5
2026-03-12,AUD,300000000,,4.351,0.5
2026-03-12,CAD,0,130000,3.574,1.5
2026-03-12,CAD,130000,1300000,3.074,1
2026-03-12,CAD,1300000,64000000,2.824,0.75
2026-03-12,CAD,64000000,260000000,2.574,0.5
2026-03-12,CAD,260000000,,2.574,0.5
2026-03-12,CHF,0,90000,1.500,1.5
2026-03-12,CHF,90000,900000,1.000,1
2026-03-12,CHF,900000,46000000,0.750,0.75
2026-03-12,CHF,46000000,180000000,0.75,0.5
2026-03-12,CHF,180000000,,0.75,0.5
2026-03-12,CNH,0,700000,5.628,4
2026-03-12,CNH,700000,7000000,4.628,3
2026-03-12,CNH,7000000,350000000,4.128,2.5
2026-03-12,CNH,350000000,,3.628,2
2026-03-12,CZK,0,400000000,6.329,3
2026-03-12,CZK,400000000,,6.329,3
2026-03-12,DKK,0,120000000,4.367,3
2026-03-12,DKK,120000000,,4.367,3
2026-03-12,EUR,0,90000,3.352,1.5
2026-03-12,EUR,90000,900000,2.852,1
2026-03-12,EUR,900000,44000000,2.602,0.75
2026-03-12,EUR,44000000,180000000,2.352,0.5
2026-03-12,EUR,180000000,,2.352,0.5
2026-03-12,GBP,0,80000,5.204,1.5
2026-03-12,GBP,80000,800000,4.704,1
2026-03-12,GBP,800000,38000000,4.454,0.75
2026-03-12,GBP,38000000,150000000,4.204,0.5
2026-03-12,GBP,150000000,,4.204,0.5
2026-03-12,HKD,0,780000,3.993,2.5
2026-03-12,HKD,780000,7800000,3.493,2
2026-03-12,HKD,7800000,780000000,2.993,1.5
2026-03-12,HKD,780000000,,2.993,1.5
2026-03-12,HUF,0,4500000000,10.998,5
2026-03-12,HUF,4500000000,,10.998,5
2026-03-12,ILS,0,80000000,8.000,5
2026-03-12,ILS,80000000,,8.000,5
2026-03-12,INR,,,8.120,3
2026-03-12,JPY,0,11000000,2.071,1.5
2026-03-12,JPY,11000000,114000000,1.571,1
2026-03-12,JPY,114000000,5700000000,1.321,0.75
2026-03-12,JPY,5700000000,23000000000,1.071,0.5
2026-03-12,JPY,23000000000,,1.071,0.5
2026-03-12,KRW,0,120000000,4.500,2
2026-03-12,KRW,120000000,1200000000,4.000,1.5
2026-03-12,KRW,1200000000,24000000000,3.500,1
2026-03-12,KRW,24000000000,,3.500,1
2026-03-12,MXN,0,2000000,8.738,3
2026-03-12,MXN,2000000,20000000,7.738,2
2026-03-12,MXN,20000000,2000000000,7.238,1.5
2026-03-12,MXN,2000000000,,7.238,1.5
2026-03-12,NOK,0,900000,5.249,1.5
2026-03-12,NOK,900000,9000000,4.749,1
2026-03-12,NOK,9000000,450000000,4.499,0.75
2026-03-12,NOK,450000000,1800000000,4.249,0.5
2026-03-12,NOK,1800000000,,4.249,0.5
2026-03-12,NZD,0,150000,3.909,1.5
2026-03-12,NZD,150000,1500000,3.409,1
2026-03-12,NZD,1500000,150000000,3.159,0.75
2026-03-12,NZD,150000000,,3.159,0.75
2026-03-12,PLN,0,70000000,6.867,3
2026-03-12,PLN,70000000,,6.867,3
2026-03-12,RON,,,8.484,3
2026-03-12,RUB*,0,660000000,20.360,5
2026-03-12,RUB*,660000000,,20.360,5
2026-03-12,SAR,0,350000,6.182,2.5
2026-03-12,SAR,350000,3500000,5.682,2
2026-03-12,SAR,3500000,350000000,5.182,1.5
2026-03-12,SAR,350000000,,5.182,1.5
2026-03-12,SEK,0,900000,2.996,1.5
2026-03-12,SEK,900000,9100000,2.496,1
2026-03-12,SEK,9100000,454000000,2.246,0.75
2026-03-12,SEK,454000000,1820000000,1.996,0.5
2026-03-12,SEK,1820000000,,1.996,0.5
2026-03-12,SGD,0,140000,2.879,1.5
2026-03-12,SGD,140000,1400000,2.379,1
2026-03-12,SGD,1400000,68000000,2.129,0.75
2026-03-12,SGD,68000000,270000000,1.879,0.5
2026-03-12,SGD,270000000,,1.879,0.5
2026-03-12,TRY,0,250000000,53.972,5
2026-03-12,TRY,250000000,,53.972,5
2026-03-12,ZAR,0,1500000,8.311,1.5
2026-03-12,ZAR,1500000,15000000,7.811,1
2026-03-12,ZAR,15000000,1500000000,7.561,0.75
2026-03-12,ZAR,1500000000,,7.561,0.75
